Indicadores del Sector de Tecnologías de la Información y las Comunicaciones (TIC)
Sector TIC. Evolución 2008-2015
Valor añadido en el sector TIC por ramas de actividad del sector TIC y periodo.
Unidades: Datos económicos en miles de euros

	2015	2014	2013 (ámbito ampliado)	2013 (ámbito 2012)	2012	2011	2010	2009	2008	
1. INDUSTRIAS MANUFACTURERAS TIC: CNAE 2611, 2612, 2620, 2630, 2640, 2680	772785.0	679237.0	641159.0	635462.0	657984.0	750062.0	1038712.0	1019830.0	1252852.0	
2. SERVICIOS	2.9856881E7	2.9022696E7	2.9923417E7	2.9923417E7	3.1030563E7	3.2445057E7	3.2742564E7	3.4052111E7	3.481494E7	
Notas:
1) Hasta el año de referencia 2012 la Encuesta Industrial de Empresas centraba su ámbito de estudio en las empresas  industriales, con al menos una persona ocupada asalariada, del conjunto del territorio nacional a excepción de  Ceuta y Melilla. A partir del año de referencia 2013, la encuesta amplía su ámbito poblacional y territorial,  extendiendo su cobertura a las empresas industriales sin asalariados e incorporando las empresas de ambas  ciudades autónomas.

 Fuente: Estadística Estructural de empresas: Sector Industrial 2015 y Estadística Estructural de empresas: Sector Servicios 2015  (nuevas denominaciones de las antiguas Encuesta Industrial de Empresas y Encuesta Anual de Servicios)

 Sector TIC según CNAE 2009: 2611, 2612, 2620, 2630, 2640, 2680, 4651, 4652, 5821, 5829, 6110,  6120, 6130, 6190, 6201, 6202, 6203, 6209, 6311, 6312, 9511, 9512.
Fuente: Instituto Nacional de Estadística
